purchase_date,checkout_instances,cat_electronics,cat_home,cat_clothing,cat_books,avg_revenue_per_unit,units_sold,revenue,credit_instances,crypto_instances,paypal_instances,cash_instances,total_returns,churned,retained
2020-01-12,188,34,53,40,61,269.9840425531915,616,520218,77,15,60,36,81.000000000000000000,34,154
2023-05-06,182,32,37,58,55,247.15384615384616,565,484633,66,18,46,52,73.000000000000000000,38,144
2022-07-19,173,38,40,44,51,249.09248554913296,531,454383,69,17,50,37,58.000000000000000000,41,132
2021-07-07,206,48,38,53,67,258.69417475728153,628,585591,80,15,74,37,85.000000000000000000,41,165
2023-05-24,171,36,39,46,50,267.91812865497076,487,451779,64,21,52,34,74.000000000000000000,33,138
2021-08-10,200,44,43,53,60,246.795,601,538478,86,15,57,42,74.000000000000000000,49,151
2021-10-15,170,40,30,56,44,252.33529411764707,511,459283,70,18,52,30,81.000000000000000000,33,137
2022-03-24,188,42,34,56,56,240.5,579,516265,74,19,50,45,83.000000000000000000,35,153
2022-08-16,183,40,34,58,51,274.56830601092895,551,489589,76,21,44,42,70.000000000000000000,54,129
2022-05-15,197,47,47,53,50,265.9695431472081,609,545181,84,21,59,33,79.000000000000000000,37,160
2020-05-01,172,33,29,50,60,247.72674418604652,530,446865,72,18,49,33,85.000000000000000000,36,136
2020-09-27,184,36,37,53,58,247.5326086956522,570,478139,77,16,55,36,70.000000000000000000,34,150
2022-11-12,163,38,29,44,52,257.3803680981595,481,494265,65,17,45,36,57.000000000000000000,30,133
2021-07-26,172,31,35,49,57,259.9011627906977,510,493986,78,17,42,35,69.000000000000000000,25,147
2021-03-13,187,34,40,58,55,246.93582887700535,571,525931,75,23,48,41,74.000000000000000000,36,151
2022-01-28,184,41,40,45,58,253.95108695652175,555,527019,80,20,49,35,63.000000000000000000,36,148
2023-03-01,189,44,35,52,58,256.7142857142857,548,548438,84,20,45,40,71.000000000000000000,48,141
2022-12-13,186,30,41,58,57,244.15591397849462,561,504415,77,17,55,37,75.000000000000000000,45,141
2021-08-15,163,29,35,57,42,251.24539877300614,497,442175,63,14,51,35,59.000000000000000000,33,130
2022-07-28,165,34,34,54,43,269.3636363636364,511,454685,65,22,42,36,59.000000000000000000,25,140
2022-06-08,178,28,30,52,68,253.73033707865167,509,470650,78,18,46,36,63.000000000000000000,25,153
2023-09-02,172,27,29,71,45,275.41279069767444,513,441867,78,11,51,32,76.000000000000000000,36,136
2022-01-20,198,40,39,55,64,245.78787878787878,597,555305,87,18,55,38,86.000000000000000000,36,162
2022-10-03,184,35,41,51,57,249.17391304347825,514,502478,71,18,57,38,74.000000000000000000,24,160
2023-02-07,199,43,41,59,56,255.55778894472363,588,514609,81,18,56,44,72.000000000000000000,46,153
2020-06-14,187,39,31,56,61,256.6149732620321,521,490673,80,18,49,40,77.000000000000000000,33,154
2020-12-01,208,40,42,65,61,259.9375,603,562799,83,22,58,45,82.000000000000000000,44,164
2022-06-10,196,40,40,59,57,257.64285714285717,588,512846,82,20,61,33,82.000000000000000000,35,161
2020-03-16,205,39,46,60,60,246.9170731707317,624,604325,90,20,55,40,74.000000000000000000,32,173
2021-05-17,184,39,34,49,62,244.7391304347826,566,481909,72,18,47,47,78.000000000000000000,37,147
2021-04-14,195,55,49,51,40,262.6666666666667,615,515621,82,21,56,36,84.000000000000000000,39,156
2021-01-04,194,38,36,53,67,248.28865979381445,610,514438,89,17,47,41,85.000000000000000000,42,152
2022-08-29,187,42,41,54,50,254.88235294117646,556,478322,72,21,54,40,73.000000000000000000,45,142
2021-08-26,195,38,40,58,59,257.28205128205127,543,535834,74,18,69,34,80.000000000000000000,47,148
2020-05-20,179,36,26,55,62,266.9329608938547,529,456593,65,21,56,37,81.000000000000000000,41,138
2021-01-16,193,30,40,67,56,254.52331606217618,566,547058,76,19,63,35,80.000000000000000000,46,147
2020-04-25,172,36,32,49,55,257.38953488372096,556,484632,71,18,53,30,69.000000000000000000,38,134
2021-10-12,193,37,43,54,59,258.36787564766837,604,528442,72,21,53,47,78.000000000000000000,37,156
2020-11-11,169,30,26,60,53,266.301775147929,525,457131,63,17,57,32,55.000000000000000000,31,138
2022-03-06,197,38,46,55,58,245.91878172588832,576,530149,74,23,61,39,96.000000000000000000,37,160
2023-06-10,188,40,39,54,55,257.07978723404256,568,512844,77,22,62,27,75.000000000000000000,36,152
2021-12-24,157,32,33,39,53,254.64968152866243,473,416519,63,9,50,35,73.000000000000000000,42,115
2020-01-19,169,28,31,54,56,251.36686390532543,503,456499,74,18,47,30,57.000000000000000000,36,133
2020-03-01,200,38,33,69,60,235.21,616,549316,84,24,52,40,75.000000000000000000,29,171
2020-02-18,212,44,42,60,66,243.53773584905662,655,568458,77,19,65,51,79.000000000000000000,48,164
2021-11-09,185,37,39,55,54,262.84324324324325,556,527017,78,20,49,38,76.000000000000000000,36,149
2022-09-03,178,33,40,52,53,260.938202247191,533,487408,76,18,50,34,61.000000000000000000,33,145
2023-05-04,189,48,34,54,53,239.64021164021165,588,493149,74,21,60,34,87.000000000000000000,32,157
2021-07-09,161,25,32,49,55,258.80124223602485,474,449940,68,17,38,38,67.000000000000000000,32,129
2021-12-07,175,34,35,51,55,251.70857142857142,540,502974,74,16,52,33,73.000000000000000000,32,143
2021-04-02,183,32,39,53,59,247.0327868852459,534,495830,69,25,61,28,76.000000000000000000,35,148
2022-03-29,193,37,33,63,60,247.07253886010363,582,551629,75,22,62,34,75.000000000000000000,37,156
2021-07-12,169,30,35,54,50,245.80473372781066,485,413342,62,19,57,31,75.000000000000000000,41,128
2021-11-28,176,30,37,46,63,242.5625,522,473148,79,23,50,24,74.000000000000000000,33,143
2020-02-29,175,35,29,58,53,237.50857142857143,509,479376,89,11,48,27,63.000000000000000000,38,137
2023-02-12,217,46,38,60,73,244.74193548387098,660,567302,91,19,71,36,81.000000000000000000,39,178
2020-04-10,213,47,47,62,57,264.4835680751174,648,559128,88,26,58,41,80.000000000000000000,45,168
2021-11-26,183,27,45,59,52,267.75409836065575,547,476936,68,15,59,41,78.000000000000000000,42,141
2020-04-01,187,48,28,57,54,247.40641711229947,538,511033,79,12,63,33,81.000000000000000000,47,140
2022-04-22,176,33,33,61,49,262.125,494,438875,65,12,60,39,67.000000000000000000,29,147
2021-03-01,202,39,49,53,61,256.3762376237624,628,549446,73,21,66,42,83.000000000000000000,37,165
2021-06-07,185,41,45,51,48,255.95675675675676,567,477419,75,19,54,37,66.000000000000000000,50,135
2023-08-04,221,46,49,62,64,247.99095022624434,669,601523,85,21,71,44,85.000000000000000000,52,169
2023-03-14,206,38,43,64,61,260.6116504854369,634,550416,70,26,69,41,81.000000000000000000,39,167
2021-08-08,174,28,38,50,58,267.17241379310343,515,489756,87,14,45,28,75.000000000000000000,37,137
2023-01-04,183,35,35,55,58,261.39344262295083,587,512010,82,14,50,37,69.000000000000000000,28,155
2022-05-11,198,39,37,50,72,261.24242424242425,577,553395,72,21,65,40,93.000000000000000000,32,166
2021-03-27,190,33,45,46,66,258.41052631578947,554,508074,75,16,54,45,83.000000000000000000,35,155
2020-09-12,177,32,43,48,54,264.2146892655367,531,474266,69,28,44,36,74.000000000000000000,30,147
2022-10-12,176,41,38,45,52,263.5738636363636,547,463057,66,24,54,32,69.000000000000000000,35,141
2021-05-26,193,44,36,57,56,238.39378238341968,630,538381,80,20,54,39,80.000000000000000000,35,158
2020-11-08,183,40,29,62,52,234.4153005464481,546,496892,76,14,49,44,75.000000000000000000,47,136
2022-06-25,173,26,35,59,53,245,494,488107,55,17,71,30,64.000000000000000000,35,138
2020-06-11,206,55,44,55,52,279.11650485436894,641,586798,82,22,62,40,78.000000000000000000,49,157
2020-03-15,171,30,41,50,50,244.6315789473684,511,469738,71,12,54,34,72.000000000000000000,33,138
2022-11-19,173,38,33,47,55,249.08092485549133,532,457443,77,11,53,32,66.000000000000000000,38,135
2020-03-26,193,36,40,58,59,251.53886010362694,532,509859,74,21,57,41,83.000000000000000000,38,155
2020-07-01,183,35,48,43,57,263.8087431693989,539,509566,74,14,59,36,81.000000000000000000,28,155
2022-04-29,174,29,48,57,40,270.9942528735632,519,436785,67,21,56,30,62.000000000000000000,33,141
2023-04-20,193,35,44,61,53,259.1968911917098,573,522208,86,13,62,32,89.000000000000000000,28,165
2020-05-28,188,39,28,66,55,252.27659574468086,546,503942,85,23,46,34,68.000000000000000000,41,147
2021-11-15,171,36,46,42,47,265.80116959064327,488,474160,67,21,56,27,65.000000000000000000,31,140
2023-07-06,187,38,36,64,49,254.8716577540107,561,520312,83,14,59,31,76.000000000000000000,34,153
2022-03-18,193,33,33,67,60,245.28497409326425,595,524789,74,20,55,44,85.000000000000000000,43,150
2020-01-23,195,46,35,56,58,253.58461538461538,596,550292,72,17,58,48,82.000000000000000000,38,157
2022-10-01,182,36,39,54,53,266.4175824175824,560,460179,70,17,53,42,72.000000000000000000,32,150
2023-06-17,181,36,33,62,50,269.5303867403315,527,504693,76,13,52,40,65.000000000000000000,36,145
2023-09-04,212,41,39,64,68,251.85849056603774,626,572571,71,24,59,58,78.000000000000000000,33,179
2021-05-14,213,40,47,67,59,244.34272300469485,616,579878,86,18,65,44,88.000000000000000000,40,173
2021-03-29,188,43,37,56,52,283.51063829787233,515,527794,82,18,49,39,60.000000000000000000,37,151
2020-12-27,166,41,30,44,51,246.28313253012047,502,454591,68,18,47,33,63.000000000000000000,39,127
2021-04-19,194,39,36,58,61,253.7422680412371,555,533295,74,15,65,40,77.000000000000000000,34,160
2023-08-30,164,41,24,51,48,252.39634146341464,503,432608,64,23,42,35,64.000000000000000000,33,131
2023-07-05,173,31,32,66,44,269.42774566473986,519,497242,58,19,49,47,76.000000000000000000,36,137
2023-07-08,198,42,37,62,57,247.6919191919192,637,517295,75,25,60,38,66.000000000000000000,41,157
2021-02-27,179,43,25,58,53,248.0949720670391,558,492707,72,23,50,34,66.000000000000000000,23,156
2021-06-06,204,43,52,54,55,256.9313725490196,613,522129,92,21,60,31,81.000000000000000000,44,160
2020-09-29,166,36,29,51,50,258.12048192771084,487,452494,70,14,48,34,54.000000000000000000,42,124
2022-03-10,182,36,37,56,53,244.53296703296704,579,486877,71,16,58,37,61.000000000000000000,34,148
2022-09-30,169,34,32,45,58,240.02958579881656,498,435405,56,13,52,48,81.000000000000000000,29,140
2022-05-09,164,34,35,38,57,245.9268292682927,501,443009,67,21,47,29,67.000000000000000000,34,130
2023-07-25,159,31,31,53,44,249.52201257861634,486,445558,56,11,59,33,63.000000000000000000,28,131
2023-05-05,199,27,41,70,61,262.67336683417085,578,573443,83,22,57,37,70.000000000000000000,38,161
2020-11-12,188,39,39,57,53,235.5372340425532,554,506068,79,17,57,35,73.000000000000000000,26,162
2021-01-31,187,29,39,53,66,263.3475935828877,562,476711,77,19,53,38,89.000000000000000000,37,150
2022-07-23,199,26,41,63,69,258.1356783919598,570,555878,87,21,64,27,78.000000000000000000,34,165
2023-06-06,196,44,37,65,50,248.31632653061226,624,543042,88,14,53,41,74.000000000000000000,43,153
2022-11-27,174,32,32,44,66,242.14367816091954,529,450896,73,22,57,22,70.000000000000000000,34,140
2023-08-09,186,40,38,48,60,263.4569892473118,590,475898,76,14,59,37,74.000000000000000000,39,147
2022-11-26,181,38,41,60,42,254.6961325966851,560,494209,82,23,47,29,79.000000000000000000,38,143
2020-11-26,203,44,31,67,61,255.2463054187192,624,565778,80,21,55,47,88.000000000000000000,49,154
2020-12-08,161,37,29,45,50,267.5217391304348,530,449053,62,12,54,33,61.000000000000000000,41,120
2023-02-27,183,32,44,50,57,252.98360655737704,524,504485,82,18,55,28,78.000000000000000000,48,135
2020-03-31,184,48,31,51,54,234.97282608695653,570,538301,76,14,63,31,77.000000000000000000,37,147
2023-08-21,190,38,32,55,65,270.9578947368421,556,526152,67,12,79,32,79.000000000000000000,37,153
2022-08-19,187,38,37,58,54,248.2192513368984,570,510155,64,18,62,43,86.000000000000000000,39,148
2020-06-13,205,54,36,63,52,245.61951219512196,622,592802,85,19,64,37,88.000000000000000000,34,171
2021-02-24,191,44,30,56,61,242.8324607329843,570,522777,77,16,53,45,86.000000000000000000,37,154
2023-04-30,198,38,45,61,54,260.0353535353535,594,532746,84,24,46,44,84.000000000000000000,35,163
2022-07-26,188,35,43,51,59,262.77127659574467,567,506847,73,21,55,39,83.000000000000000000,30,158
2023-05-14,177,38,30,60,49,279.45762711864404,540,463772,65,18,64,30,74.000000000000000000,41,136
2021-08-13,175,34,47,46,48,257.90285714285716,489,477717,67,18,50,40,73.000000000000000000,37,138
2022-02-18,191,29,43,68,51,254.16230366492147,528,521714,80,16,64,31,78.000000000000000000,41,150
2023-01-07,172,38,37,57,40,267.8837209302326,516,494106,71,17,49,35,63.000000000000000000,42,130
2022-03-20,153,31,31,49,42,244.64705882352942,451,416755,68,10,40,35,52.000000000000000000,26,127
2021-04-27,180,35,36,46,63,253.42777777777778,545,506895,75,13,58,34,71.000000000000000000,45,135
2023-05-31,174,30,31,59,54,257.0287356321839,486,449953,69,22,50,33,79.000000000000000000,35,139
2020-01-16,179,38,29,50,62,250.81564245810057,535,473849,71,17,60,31,74.000000000000000000,38,141
2021-02-18,172,30,35,47,60,245.32558139534885,492,494477,70,18,48,36,70.000000000000000000,36,136
2022-04-14,178,37,34,53,54,244.1067415730337,569,495166,77,18,52,31,68.000000000000000000,29,149
2023-07-24,216,48,39,65,64,272.6388888888889,618,582035,85,24,63,44,90.000000000000000000,45,171
2022-11-06,192,38,26,76,52,274.6614583333333,562,503094,78,15,56,43,73.000000000000000000,44,148
2022-09-23,180,37,33,56,54,262.71666666666664,528,493403,74,11,56,39,84.000000000000000000,48,132
2020-09-19,171,31,31,63,46,266.3859649122807,521,432999,60,25,46,40,56.000000000000000000,34,137
2020-11-13,189,42,43,54,50,258.64021164021165,600,554861,71,11,68,39,76.000000000000000000,34,155
2021-10-13,195,36,40,64,55,260.7641025641026,606,506058,76,21,65,33,79.000000000000000000,24,171
2020-05-13,192,42,42,55,53,247.03645833333334,571,461863,72,13,62,45,94.000000000000000000,42,150
2022-02-26,192,40,40,53,59,253.11979166666666,562,541858,75,25,58,34,73.000000000000000000,35,157
2020-01-02,168,32,39,45,52,263.07738095238096,515,432636,70,19,45,34,60.000000000000000000,31,137
2021-11-21,213,45,36,68,64,256.6431924882629,627,593887,85,21,67,40,75.000000000000000000,44,169
2020-06-26,188,37,38,56,57,262.51063829787233,553,514920,68,19,65,36,83.000000000000000000,42,146
2022-11-16,204,37,44,57,66,246.23039215686273,628,576070,81,23,59,41,69.000000000000000000,48,156
2023-01-24,196,40,51,59,46,257.8979591836735,618,550901,77,25,63,31,85.000000000000000000,38,158
2021-08-19,167,43,34,39,51,258.9580838323353,522,448272,63,14,47,43,72.000000000000000000,33,134
2020-10-08,184,52,40,44,48,251.16304347826087,562,475397,68,21,54,41,83.000000000000000000,35,149
2021-12-23,179,41,39,52,47,243.11731843575419,535,488447,67,19,62,31,73.000000000000000000,35,144
2020-10-14,186,35,40,54,57,250.90860215053763,528,522547,70,15,66,35,77.000000000000000000,28,158
2021-06-11,187,34,31,65,57,241.85561497326202,545,504305,75,18,60,34,68.000000000000000000,39,148
2020-10-22,168,41,29,45,53,262.35714285714283,527,436430,66,12,53,37,74.000000000000000000,36,132
2020-12-29,181,39,29,60,53,263.83425414364643,539,497717,77,16,56,32,77.000000000000000000,36,145
2020-03-20,170,29,38,61,42,246.37058823529412,504,428163,73,20,44,33,65.000000000000000000,30,140
2022-03-31,192,34,43,56,59,237.14583333333334,583,495229,63,23,63,43,81.000000000000000000,41,151
2020-09-30,186,37,40,43,66,254.29032258064515,550,483111,74,17,60,35,72.000000000000000000,41,145
2022-04-08,185,35,37,53,60,250.3189189189189,526,487947,70,17,58,40,74.000000000000000000,36,149
2021-08-06,148,26,37,34,51,240.6418918918919,450,379752,64,12,45,27,56.000000000000000000,25,123
2022-04-16,187,44,36,61,46,252.0374331550802,550,516957,72,20,60,35,67.000000000000000000,40,147
2021-01-10,190,44,31,64,51,258.6842105263158,574,534615,76,19,60,35,68.000000000000000000,33,157
2023-06-29,203,39,36,51,77,251.80295566502463,584,553783,95,17,50,41,83.000000000000000000,54,149
2020-01-09,181,38,34,55,54,251.8121546961326,550,469399,83,24,47,27,72.000000000000000000,33,148
2022-11-08,191,34,41,54,62,245.0104712041885,571,526020,64,17,65,45,78.000000000000000000,45,146
2022-10-09,206,40,45,64,57,254.3495145631068,609,570084,86,21,52,47,76.000000000000000000,47,159
2023-01-20,191,37,34,66,54,280.5602094240838,577,545580,78,17,51,45,73.000000000000000000,39,152
2022-09-22,173,36,27,54,56,262.6878612716763,544,456126,82,17,52,22,61.000000000000000000,42,131
2020-01-31,190,44,31,54,61,257.2157894736842,620,507536,83,16,56,35,74.000000000000000000,36,154
2022-03-17,180,37,34,55,54,236.53333333333333,552,500971,75,11,60,34,64.000000000000000000,37,143
2023-07-16,179,42,29,53,55,239.06703910614524,516,480542,60,19,56,44,73.000000000000000000,35,144
2023-01-27,175,36,47,51,41,244.30285714285714,556,495860,54,28,52,41,68.000000000000000000,33,142
2023-07-01,177,30,33,59,55,223.76271186440678,527,466806,67,27,54,29,74.000000000000000000,37,140
2022-12-16,166,37,27,51,51,253.43373493975903,527,488085,68,8,47,43,68.000000000000000000,27,139
2021-10-01,174,40,39,51,44,264.4080459770115,519,447235,70,14,46,44,75.000000000000000000,32,142
2023-02-28,188,28,41,55,64,256.6436170212766,563,523187,72,19,64,33,74.000000000000000000,37,151
2023-07-14,185,38,34,50,63,254.4108108108108,543,518916,85,16,50,34,87.000000000000000000,38,147
2023-08-26,174,39,34,45,56,269.4022988505747,544,479799,76,13,51,34,73.000000000000000000,37,137
2022-04-13,175,38,32,55,50,256.1657142857143,502,456536,75,14,50,36,68.000000000000000000,33,142
2020-10-07,183,48,28,49,58,263.05464480874315,534,515830,63,16,64,40,82.000000000000000000,39,144
2020-03-28,181,37,34,59,51,268.9779005524862,531,501611,72,16,59,34,73.000000000000000000,42,139
2020-09-20,180,38,33,54,55,258.2055555555556,563,496987,72,18,58,32,74.000000000000000000,35,145
2022-06-14,189,36,48,44,61,258.0687830687831,587,517744,73,18,59,39,86.000000000000000000,42,147
2020-05-07,187,37,34,61,55,241.71122994652407,536,510590,73,23,59,32,64.000000000000000000,35,152
2020-03-23,178,33,39,49,57,250.07303370786516,568,496802,80,15,41,42,63.000000000000000000,30,148
2020-11-14,185,36,35,49,65,253.26486486486488,581,493025,85,18,48,34,70.000000000000000000,35,150
2020-02-16,179,41,36,53,49,238.4245810055866,555,484278,74,23,49,33,78.000000000000000000,36,143
2022-01-05,166,24,29,52,61,262.78915662650604,505,463735,68,12,50,36,66.000000000000000000,33,133
2021-06-21,156,30,32,42,52,246.32692307692307,494,426437,63,22,41,30,72.000000000000000000,25,131
2021-06-18,183,30,43,58,52,260.0655737704918,563,508894,70,17,51,45,76.000000000000000000,44,139
2020-10-02,185,36,43,50,56,248.72432432432433,582,492120,70,22,61,32,69.000000000000000000,33,152
2023-03-13,189,39,44,45,61,251.65608465608466,562,514261,78,17,57,37,72.000000000000000000,41,148
2022-08-04,187,40,34,65,48,248.27807486631016,559,490441,74,22,44,47,85.000000000000000000,30,157
2022-04-24,209,36,40,72,61,255.28708133971293,635,580438,93,23,66,27,81.000000000000000000,42,167
2021-12-02,186,32,47,47,60,268.93548387096774,568,497387,72,22,50,42,77.000000000000000000,38,148
2021-11-20,184,35,38,59,52,251.67934782608697,575,540387,79,14,67,24,76.000000000000000000,34,150
2023-01-29,196,42,40,54,60,245.30612244897958,598,527997,74,22,63,37,75.000000000000000000,35,161
2021-05-20,189,36,42,63,48,267.8783068783069,558,501093,78,13,59,39,71.000000000000000000,28,161
2020-01-15,185,34,37,53,61,245.45405405405404,578,515093,75,15,61,34,79.000000000000000000,36,149
2022-07-18,200,45,31,62,62,245.37,587,585082,88,19,61,32,64.000000000000000000,38,162
2021-05-22,194,40,41,58,55,254.98453608247422,582,523540,65,20,58,51,89.000000000000000000,49,145
2022-10-25,178,31,34,54,59,284.69101123595505,531,507126,77,16,56,29,74.000000000000000000,36,142
2022-01-14,196,35,38,59,64,270.55102040816325,615,546209,78,17,50,51,87.000000000000000000,34,162
2021-03-28,190,40,39,53,58,241.6421052631579,574,526869,70,15,55,50,83.000000000000000000,32,158
2023-03-31,173,37,37,50,49,257.0057803468208,535,474695,76,16,44,37,62.000000000000000000,24,149
2020-01-26,193,33,38,63,59,237.76165803108807,597,511328,69,22,62,40,81.000000000000000000,30,163
2022-05-31,189,32,28,68,61,246.62433862433863,571,518303,59,25,70,35,68.000000000000000000,43,146
2020-04-12,170,38,29,54,49,258.91764705882355,482,465588,66,12,61,31,64.000000000000000000,24,146
2020-08-03,204,30,46,65,63,240.7843137254902,640,528827,70,24,64,46,84.000000000000000000,39,165
2021-03-17,200,39,53,58,50,260.855,587,549874,72,31,62,35,77.000000000000000000,39,161
2022-04-01,183,35,35,51,62,260.0655737704918,565,500895,77,21,58,27,78.000000000000000000,25,158
2022-08-17,168,42,31,40,55,244.64880952380952,491,468891,69,21,47,31,54.000000000000000000,35,133
2021-02-14,193,39,32,57,65,252.81865284974094,554,507862,70,19,59,45,79.000000000000000000,42,151
2023-03-08,184,40,34,58,52,260.7554347826087,575,498105,55,23,57,49,70.000000000000000000,33,151
2020-01-20,177,41,27,61,48,247.25423728813558,548,499801,80,18,47,32,75.000000000000000000,30,147
2022-12-01,191,43,37,59,52,246.2565445026178,564,528634,82,23,47,39,78.000000000000000000,38,153
2020-04-16,199,33,43,67,56,235.37688442211055,593,514559,74,29,61,35,88.000000000000000000,37,162
2020-02-17,173,35,36,50,52,249.71098265895955,521,505495,61,18,58,36,73.000000000000000000,27,146
2023-07-30,181,33,30,58,60,249.90055248618785,566,514357,78,19,54,30,76.000000000000000000,31,150
2020-10-10,199,37,43,67,52,247.72361809045225,552,558656,87,13,65,34,81.000000000000000000,42,157
2020-12-06,176,30,32,63,51,241.2784090909091,572,460287,63,13,52,48,73.000000000000000000,26,150
2021-10-28,185,34,33,57,61,247.67027027027027,580,530823,82,12,64,27,77.000000000000000000,39,146
2021-12-16,187,32,49,49,57,274.7005347593583,540,457710,82,22,46,37,69.000000000000000000,34,153
2023-03-11,189,42,30,65,52,242.57671957671957,608,498678,74,16,56,43,77.000000000000000000,42,147
2023-04-19,191,45,38,58,50,253.8848167539267,561,497963,76,19,49,47,74.000000000000000000,47,144
2022-01-19,147,25,38,50,34,267.72108843537416,450,408564,68,14,38,27,58.000000000000000000,27,120
2021-07-29,180,36,39,44,61,277.9888888888889,517,488987,86,19,42,33,66.000000000000000000,33,147
2020-06-03,167,44,27,46,50,267.5808383233533,485,456601,59,25,50,33,70.000000000000000000,37,130
2022-09-11,187,47,33,57,50,253.01069518716577,582,545014,82,14,53,38,73.000000000000000000,43,144
2021-01-15,185,33,36,55,61,276.9945945945946,591,539106,81,12,60,32,75.000000000000000000,33,152
2021-10-19,189,35,31,74,49,266.14814814814815,581,538158,76,26,53,34,75.000000000000000000,30,159
2022-06-26,180,39,36,48,57,242.42222222222222,548,481341,64,23,55,38,66.000000000000000000,33,147
2023-03-10,205,33,37,66,69,255.49268292682927,589,566312,88,17,61,39,74.000000000000000000,50,155
2021-08-07,189,39,36,57,57,254.32275132275132,563,494099,78,13,51,47,83.000000000000000000,38,151
2022-07-20,182,33,39,62,48,259.74725274725273,539,479744,64,12,76,30,78.000000000000000000,42,140
2021-03-16,201,35,49,70,47,246.47761194029852,574,522832,80,29,57,35,76.000000000000000000,51,150
2021-02-12,182,31,38,59,54,262.8901098901099,553,496585,75,17,51,39,71.000000000000000000,37,145
2020-08-21,188,42,34,50,62,245.13297872340425,583,539066,74,17,61,36,76.000000000000000000,35,153
2021-06-25,179,35,41,53,50,243.93296089385476,551,488946,63,24,61,31,69.000000000000000000,39,140
2020-09-14,181,38,32,61,50,250.71823204419888,545,484965,70,21,57,33,68.000000000000000000,33,148
2020-02-13,203,37,43,56,67,251.5960591133005,592,564031,75,24,55,49,79.000000000000000000,45,158
2020-08-17,166,35,39,36,56,242.36144578313252,511,464333,67,18,40,41,66.000000000000000000,29,137
2022-03-30,188,33,34,64,57,255.23936170212767,540,502381,79,18,49,42,63.000000000000000000,36,152
2022-03-21,186,41,37,50,58,252.95698924731184,530,478575,86,16,45,39,68.000000000000000000,35,151
2021-07-22,163,27,29,60,47,242.19631901840492,478,448923,74,17,44,28,60.000000000000000000,33,130
2022-03-03,202,37,46,51,68,260.68811881188117,620,563723,88,14,61,39,83.000000000000000000,48,154
2022-08-21,168,35,36,52,45,261.76785714285717,502,464568,77,12,51,28,68.000000000000000000,48,120
2023-04-22,212,44,38,70,60,252.75,624,586508,92,15,58,47,104.000000000000000000,45,167
2020-10-11,190,40,38,63,49,244.86315789473684,566,550687,87,14,55,34,78.000000000000000000,41,149
2022-05-08,185,40,35,49,61,257.95675675675676,584,490344,72,15,64,34,76.000000000000000000,39,146
2020-02-14,200,34,49,59,58,258.13,627,537431,85,20,60,35,73.000000000000000000,35,165
2020-01-18,175,40,38,46,51,232.65714285714284,519,475136,67,20,56,32,71.000000000000000000,36,139
2020-07-15,193,30,47,54,62,258.7046632124352,609,532324,80,21,53,39,68.000000000000000000,46,147
2023-04-05,197,42,36,54,65,257.3248730964467,569,542997,69,24,66,38,85.000000000000000000,45,152
2022-11-17,183,36,25,66,56,259.30601092896177,535,486387,72,17,52,42,72.000000000000000000,39,144
2020-12-14,216,48,43,63,62,227.36111111111111,677,622294,72,25,73,46,86.000000000000000000,40,176
2022-11-18,179,40,38,51,50,259.16759776536315,529,493619,81,10,49,39,74.000000000000000000,32,147
2023-08-29,172,31,33,49,59,241.5406976744186,520,439386,69,21,50,32,64.000000000000000000,45,127
2020-08-19,190,41,49,51,49,272.13157894736844,584,528756,76,21,54,39,81.000000000000000000,38,152
2020-11-21,185,32,34,68,51,258.2648648648649,550,522721,87,11,47,40,78.000000000000000000,40,145
2021-01-29,192,44,36,55,57,253.04166666666666,539,553078,77,22,49,44,81.000000000000000000,42,150
2023-08-08,177,30,38,53,56,245.11864406779662,534,446076,65,21,58,33,85.000000000000000000,25,152
2022-03-23,173,31,31,65,46,257.3121387283237,514,482341,68,21,45,39,68.000000000000000000,40,133
2023-03-07,198,41,43,57,57,247.489898989899,593,502271,73,19,65,41,82.000000000000000000,42,156
2020-08-27,206,40,34,65,67,255.4126213592233,616,553801,74,25,61,46,75.000000000000000000,32,174
2021-02-22,175,39,32,53,51,259.90285714285716,515,501712,65,21,46,43,75.000000000000000000,37,138
2023-02-03,168,34,29,54,51,262.3511904761905,513,476588,67,10,53,38,72.000000000000000000,40,128
2021-06-30,198,36,38,62,62,252.54040404040404,598,546745,83,15,64,36,96.000000000000000000,42,156
2022-04-04,172,34,43,53,42,258.9244186046512,553,471283,71,18,59,24,72.000000000000000000,27,145
2021-09-20,194,47,31,54,62,255.0721649484536,560,539609,81,17,58,38,86.000000000000000000,40,154
2022-05-04,212,44,36,66,66,265.25943396226415,628,585508,88,17,65,42,91.000000000000000000,34,178
2023-04-27,178,33,35,53,57,241.80898876404495,520,489679,66,24,51,37,70.000000000000000000,29,149
2023-04-24,182,44,29,57,52,273.64285714285717,545,515183,89,18,44,31,61.000000000000000000,35,147
2020-07-04,225,35,43,78,69,254.51111111111112,675,632873,94,21,69,41,103.000000000000000000,42,183
2020-10-24,178,48,36,47,47,249.75280898876406,548,500818,73,17,58,30,69.000000000000000000,29,149
2022-05-13,162,19,44,50,49,238.53086419753086,492,458148,61,16,46,39,77.000000000000000000,39,123
2020-02-28,183,50,35,56,42,242.37704918032787,557,485376,83,17,48,35,76.000000000000000000,32,151
2021-08-16,177,34,39,52,52,262.3050847457627,508,477015,78,19,50,30,72.000000000000000000,26,151
